File,ML algorithm,accuracy,Precision,Recall,F1-score,Time
all_data,Naive Bayes,0.7839614659745049,0.6265268369598368,0.6400826431818191,0.6323781515731498,2.934279680252075
all_data,Naive Bayes,0.7839614659745049,0.6265268369598368,0.6400826431818191,0.6323781515731498,2.7708661556243896
all_data,Naive Bayes,0.7839614659745049,0.6265268369598368,0.6400826431818191,0.6323781515731498,3.5836997032165527
all_data,Naive Bayes,0.7839614659745049,0.6265268369598368,0.6400826431818191,0.6323781515731498,2.6907520294189453
all_data,Naive Bayes,0.7839614659745049,0.6265268369598368,0.6400826431818191,0.6323781515731498,2.3617100715637207
all_data,Naive Bayes,0.7839614659745049,0.6265268369598368,0.6400826431818191,0.6323781515731498,2.3463542461395264
all_data,Naive Bayes,0.7839614659745049,0.6265268369598368,0.6400826431818191,0.6323781515731498,2.3432979583740234
all_data,Naive Bayes,0.7839614659745049,0.6265268369598368,0.6400826431818191,0.6323781515731498,2.687291145324707
all_data,Naive Bayes,0.7839614659745049,0.6265268369598368,0.6400826431818191,0.6323781515731498,2.863647222518921
all_data,Naive Bayes,0.7839614659745049,0.6265268369598368,0.6400826431818191,0.6323781515731498,2.3006134033203125
all_data,QDA,0.3103423303759258,0.5817925537690679,0.5755470013896821,0.3101739949426733,5.714688777923584
all_data,QDA,0.3103423303759258,0.5817925537690679,0.5755470013896821,0.3101739949426733,7.35305118560791
all_data,QDA,0.3103423303759258,0.5817925537690679,0.5755470013896821,0.3101739949426733,5.402411937713623
all_data,QDA,0.3103423303759258,0.5817925537690679,0.5755470013896821,0.3101739949426733,7.13201379776001
all_data,QDA,0.3103423303759258,0.5817925537690679,0.5755470013896821,0.3101739949426733,5.4443604946136475
all_data,QDA,0.3103423303759258,0.5817925537690679,0.5755470013896821,0.3101739949426733,6.124311685562134
all_data,QDA,0.3103423303759258,0.5817925537690679,0.5755470013896821,0.3101739949426733,6.144749164581299
all_data,QDA,0.3103423303759258,0.5817925537690679,0.5755470013896821,0.3101739949426733,5.345111131668091
all_data,QDA,0.3103423303759258,0.5817925537690679,0.5755470013896821,0.3101739949426733,7.417795896530151
all_data,QDA,0.3103423303759258,0.5817925537690679,0.5755470013896821,0.3101739949426733,5.201057195663452
all_data,Random Forest,0.9454348590212117,0.9660603744517569,0.838900622018796,0.8872736913583907,14.226943254470825
all_data,Random Forest,0.9409766686861586,0.9647396032419875,0.8248773866879235,0.87620354809822,15.761252164840698
all_data,Random Forest,0.9445499329681762,0.9670355478621331,0.8353492124584063,0.8848830501521041,20.77859139442444
all_data,Random Forest,0.9424338822465465,0.965769269495484,0.8290929977125276,0.8797486459932617,14.256468772888184
all_data,Random Forest,0.9454966802025615,0.967505090435272,0.838208040300102,0.8871759616082502,15.259839534759521
all_data,Random Forest,0.9448484409581224,0.9655145420858027,0.8372831177299991,0.8859018580640541,16.22044348716736
all_data,Random Forest,0.9445287371345705,0.9630566981066733,0.8377617989985984,0.8855402963722111,14.381924152374268
all_data,Random Forest,0.943101551005124,0.9639204583628702,0.8324380291465285,0.881783745415264,15.040051460266113
all_data,Random Forest,0.948305128155309,0.9681608065953028,0.8471661368446999,0.8940224545806412,15.150516271591187
all_data,Random Forest,0.9398214957546511,0.9637552216749299,0.8216318945428538,0.8734031683331045,15.275092601776123
all_data,ID3,0.9508027038818403,0.9666489256999766,0.8565744742196324,0.9003457397610101,21.121455669403076
all_data,ID3,0.9508027038818403,0.9666489256999766,0.8565744742196324,0.9003457397610101,21.56604266166687
all_data,ID3,0.9508027038818403,0.9666489256999766,0.8565744742196324,0.9003457397610101,22.05207324028015
all_data,ID3,0.9508027038818403,0.9666489256999766,0.8565744742196324,0.9003457397610101,20.897100687026978
